ID,bgnDt,endDt,Duration,Volume,Peak,AvQ,POT
1701,4/20/2003,5/24/2003,35,1811.8,363,51.76571429,7.012363396
1703,5/26/2003,7/13/2003,49,5839.4,731,119.1714286,6.134020619
1705,7/15/2003,8/5/2003,22,1340.2,426,60.91818182,6.992986121
1707,8/7/2003,8/25/2003,19,1221.8,291,64.30526316,4.525290555
1709,8/27/2003,10/2/2003,37,8565.9,2490,231.5108108,10.75543726
1711,10/4/2003,10/20/2003,17,10036.7,3180,590.3941176,5.386232527
1713,10/22/2003,11/13/2003,23,3790.7,1180,164.8130435,7.159627509
1715,11/15/2003,12/6/2003,22,17570.7,6730,798.6681818,8.426528254
1717,12/8/2003,12/26/2003,19,4013.2,1410,211.2210526,6.675470946
1719,12/28/2003,1/6/2004,10,1141.2,414,114.12,3.627760252
1721,1/8/2004,2/8/2004,32,22526.8,4440,703.9625,6.307154145
1723,2/10/2004,2/20/2004,11,8626,1610,784.1818182,2.053095293
1725,2/22/2004,4/2/2004,41,6456.6,1300,157.4780488,8.255118793
1727,4/4/2004,4/22/2004,19,5062.1,2200,266.4263158,8.257442563
1729,4/24/2004,6/1/2004,39,35148.5,3470,901.2435897,3.85023543
1731,6/3/2004,7/19/2004,47,31187.6,2400,663.5659574,3.61682207
1733,7/21/2004,8/16/2004,27,2783.6,299,103.0962963,2.900201178
1735,8/18/2004,9/29/2004,43,5115,1390,118.9534884,11.68523949
1737,10/1/2004,10/16/2004,16,2254.7,594,140.91875,4.215194926
1739,10/18/2004,11/13/2004,27,5384.6,1450,199.4296296,7.270735059
1741,11/15/2004,1/9/2005,56,43094.1,5790,769.5375,7.523999805
1743,1/11/2005,2/21/2005,42,24412.9,2130,581.2595238,3.664456087
1745,2/23/2005,3/17/2005,23,10732.8,1560,466.6434783,3.343023256
1747,3/19/2005,4/6/2005,19,2757.2,771,145.1157895,5.312998694
1749,4/8/2005,4/23/2005,16,1562.3,600,97.64375,6.144786533
1751,4/25/2005,5/26/2005,32,3583.2,1250,111.975,11.16320607
1753,5/28/2005,6/12/2005,16,956.5,228,59.78125,3.813904861
1755,6/14/2005,6/28/2005,15,538.7,64.9,35.91333333,1.807128272
1757,6/30/2005,8/2/2005,34,10423,2020,306.5588235,6.589273722
1759,8/4/2005,8/12/2005,9,993.1,261,110.3444444,2.365320713
1761,8/14/2005,8/26/2005,13,1213.9,211,93.37692308,2.25965895
1763,8/28/2005,9/8/2005,12,2000.6,599,166.7166667,3.592922123
1765,9/10/2005,9/17/2005,8,457.7,98,57.2125,1.712912388
1767,9/19/2005,10/8/2005,20,959.4,159,47.97,3.314571607
1769,10/10/2005,10/24/2005,15,810,175,54,3.240740741
1771,10/26/2005,11/23/2005,29,1913.4,366,65.97931034,5.547193478
1773,11/25/2005,12/1/2005,7,722.3,309,103.1857143,2.994600581
1775,12/3/2005,12/10/2005,8,310.8,48.3,38.85,1.243243243
1777,12/12/2005,1/6/2006,26,6652,3310,255.8461538,12.93746242
1779,1/8/2006,2/7/2006,31,2833.2,393,91.39354839,4.30008471
1781,2/9/2006,2/23/2006,15,1304.3,380,86.95333333,4.370160239
1783,2/25/2006,3/14/2006,18,1037.2,231,57.62222222,4.008870035
1785,3/16/2006,3/24/2006,9,356.4,78.4,39.6,1.97979798
1787,3/26/2006,4/8/2006,14,1211.5,315,86.53571429,3.640115559
1789,4/10/2006,5/24/2006,45,6370.8,1200,141.5733333,8.476172537
1791,5/26/2006,6/10/2006,16,4421.2,1970,276.325,7.129286167
1793,6/12/2006,6/29/2006,18,7906.5,2750,439.25,6.260671599
1795,7/1/2006,7/19/2006,19,10235.8,3000,538.7263158,5.568690283
1797,7/21/2006,8/16/2006,27,8744.5,2620,323.8703704,8.089656355
1799,8/18/2006,9/7/2006,21,2207.2,354,105.1047619,3.368068141
1801,9/9/2006,10/8/2006,30,2735.3,371,91.17666667,4.069023507
1803,10/10/2006,10/24/2006,15,27277,7240,1818.466667,3.981376251
1805,10/26/2006,11/24/2006,30,14128.9,3840,470.9633333,8.15350098
1807,11/26/2006,12/8/2006,13,742.9,209,57.14615385,3.657289003
1809,12/10/2006,1/12/2007,34,10064.1,1510,296.0029412,5.101300663
1811,1/14/2007,3/3/2007,49,17256.3,1420,352.1693878,4.032150577
1813,3/5/2007,3/25/2007,21,15703.8,4350,747.8,5.817063386
1815,3/27/2007,4/16/2007,21,8774,944,417.8095238,2.259402781
1817,4/18/2007,4/23/2007,6,591.1,265,98.51666667,2.689900186
1819,4/25/2007,5/19/2007,25,10035.4,1620,401.416,4.035713574
1821,5/21/2007,6/9/2007,20,8104.7,1690,405.235,4.170419633
1823,6/11/2007,7/12/2007,32,24521.2,1970,766.2875,2.570836664
1825,7/14/2007,8/13/2007,31,19699.9,2210,635.4806452,3.477682628
1827,8/15/2007,8/24/2007,10,2618.4,992,261.84,3.788573174
1829,8/26/2007,10/3/2007,39,6044.9,787,154.9974359,5.07750335
1831,10/5/2007,10/13/2007,9,668,200,74.22222222,2.694610778
1833,10/15/2007,11/14/2007,31,9938.9,4800,320.6096774,14.97147572
1835,11/17/2007,12/8/2007,22,12037,3730,547.1363636,6.817313284
1837,12/10/2007,12/24/2007,15,1199,249,79.93333333,3.115095913
1839,12/26/2007,1/11/2008,17,541.7,66.4,31.86470588,2.083810227
1841,1/13/2008,2/9/2008,28,7841.8,1720,280.0642857,6.141447117
1843,2/11/2008,3/1/2008,20,9404.4,1600,470.22,3.402662583
1845,3/3/2008,4/15/2008,44,6175.6,835,140.3545455,5.949219509
1847,4/17/2008,5/3/2008,17,1482.2,391,87.18823529,4.484549993
1849,5/5/2008,5/25/2008,21,5740,2800,273.3333333,10.24390244
1851,5/27/2008,6/3/2008,8,443.9,148,55.4875,2.667267403
1853,6/5/2008,6/18/2008,14,939.4,214,67.1,3.189269747
1855,6/20/2008,7/3/2008,14,1815.1,320,129.65,2.468183571
1857,7/5/2008,7/14/2008,10,584.1,80.1,58.41,1.371340524
1859,7/16/2008,8/1/2008,17,1879,471,110.5294118,4.261309207
1861,8/3/2008,8/14/2008,12,3890.2,1420,324.1833333,4.38023752
1863,8/16/2008,9/6/2008,22,5144,814,233.8181818,3.481337481
1865,9/8/2008,10/5/2008,28,30076.6,10700,1074.164286,9.96123232
1867,10/7/2008,11/8/2008,33,6038.2,1300,182.9757576,7.104766321
1869,11/10/2008,12/4/2008,25,8649.7,3530,345.988,10.20266599
1871,12/6/2008,12/21/2008,16,769.7,97.6,48.10625,2.028842406
1873,12/23/2008,12/31/2008,9,518.1,119,57.56666667,2.0671685
1875,1/3/2009,1/23/2009,21,981.9,135,46.75714286,2.887259395
1877,1/25/2009,2/27/2009,34,1945.6,261,57.22352941,4.561060855
1879,3/1/2009,3/22/2009,22,2799.4,837,127.2454545,6.577838108
1881,3/24/2009,4/9/2009,17,2184.3,863,128.4882353,6.716568237
1883,4/11/2009,5/14/2009,34,52867.8,9830,1554.935294,6.321806468
1885,5/16/2009,6/4/2009,20,2582.3,593,129.115,4.592804864
1887,6/6/2009,6/23/2009,18,850.1,59.9,47.22777778,1.268321374
1889,6/25/2009,7/4/2009,10,396.4,40.8,39.64,1.02926337
1891,7/6/2009,7/15/2009,10,899.2,415,89.92,4.615213523
1893,7/17/2009,8/7/2009,22,3101.4,559,140.9727273,3.965305991
1895,8/9/2009,9/1/2009,24,1213.5,145,50.5625,2.867737948
1897,9/3/2009,9/19/2009,17,1997.1,533,117.4764706,4.537078764
1899,9/21/2009,9/30/2009,10,2095.6,661,209.56,3.154227906
1901,10/2/2009,10/19/2009,18,6383.3,1290,354.6277778,3.637616907
1903,10/21/2009,11/13/2009,24,17796.7,5830,741.5291667,7.862131744
1905,11/15/2009,11/27/2009,13,1088.7,373,83.74615385,4.453935887
1907,11/29/2009,12/21/2009,23,6263.6,1200,272.3304348,4.406411648
1909,12/23/2009,1/13/2010,22,7624.8,1330,346.5818182,3.837477704
1911,1/15/2010,1/26/2010,12,900.7,211,75.05833333,2.811146886
1913,1/28/2010,2/27/2010,31,15162.2,2410,489.1032258,4.927385208
1915,3/1/2010,3/18/2010,18,1859.2,447,103.2888889,4.327667814
1917,3/20/2010,4/16/2010,28,2476.5,466,88.44642857,5.268726025
1919,4/18/2010,5/8/2010,21,3294.8,1520,156.8952381,9.687993201
1921,5/10/2010,5/29/2010,20,4276.5,1400,213.825,6.547410265
1923,5/31/2010,6/22/2010,23,1938.3,303,84.27391304,3.595418666
1925,6/24/2010,7/15/2010,22,9780.1,3120,444.55,7.018333146
1927,7/17/2010,8/12/2010,27,4306.7,653,159.5074074,4.093853763
1929,8/14/2010,8/27/2010,14,1315.4,621,93.95714286,6.609396381
1931,8/29/2010,9/18/2010,21,5709.3,1740,271.8714286,6.400084073
1933,9/20/2010,10/14/2010,25,1486.2,398,59.448,6.694926659
1935,10/16/2010,10/28/2010,13,415.8,33.3,31.98461538,1.041125541
1937,10/30/2010,11/20/2010,22,2000.3,690,90.92272727,7.588861671
1939,11/22/2010,12/22/2010,31,1321.9,93.4,42.64193548,2.190332098
1941,12/24/2010,1/21/2011,29,4925.7,757,169.8517241,4.456828471
1943,1/24/2011,1/29/2011,6,1456,722,242.6666667,2.975274725
1945,2/1/2011,3/1/2011,29,1397.6,134,48.19310345,2.780480824
1947,3/3/2011,3/23/2011,21,1904.7,446,90.7,4.917309813
1949,3/25/2011,4/15/2011,22,1014,198,46.09090909,4.295857988
1951,4/17/2011,4/28/2011,12,399.6,36.9,33.3,1.108108108
1953,4/30/2011,5/5/2011,6,184.6,33,30.76666667,1.072589382
1955,5/7/2011,6/3/2011,28,1106,188,39.5,4.759493671
1957,6/5/2011,8/6/2011,63,3690.2,422,58.57460317,7.204487562
1959,8/8/2011,9/9/2011,33,1428.7,234,43.29393939,5.404913558
1961,9/11/2011,10/5/2011,25,1556.9,255,62.276,4.094675316
1963,10/7/2011,10/21/2011,15,3500.3,1470,233.3533333,6.299460046
1965,10/24/2011,11/4/2011,12,482.9,120,40.24166667,2.981983848
1967,11/6/2011,12/17/2011,42,4753.7,623,113.1833333,5.504343985
1969,12/19/2011,1/7/2012,20,5311.1,1780,265.555,6.702942893
1971,1/9/2012,1/20/2012,12,2189.4,624,182.45,3.4201151
1973,1/22/2012,2/8/2012,18,10295.2,2390,571.9555556,4.178646359
1975,2/10/2012,3/5/2012,25,10965.4,2960,438.616,6.748499827
1977,3/7/2012,4/13/2012,38,14229.8,2140,374.4684211,5.7147676
1979,4/15/2012,5/4/2012,20,2279.4,675,113.97,5.922611213
1981,5/6/2012,5/23/2012,18,1370.4,293,76.13333333,3.848511384
1983,5/25/2012,6/28/2012,35,5512.6,1380,157.5028571,8.761745819
1985,6/30/2012,8/15/2012,47,42854.6,7540,911.8,8.269357315
1987,8/17/2012,9/10/2012,25,4580,1490,183.2,8.133187773
1989,9/12/2012,9/25/2012,14,1891.6,658,135.1142857,4.869951364
1991,9/27/2012,10/8/2012,12,1343.1,615,111.925,5.494750949
1993,10/10/2012,11/1/2012,23,1652.7,365,71.85652174,5.07956677
1995,11/3/2012,11/9/2012,7,431.7,182,61.67142857,2.951123465
1997,11/11/2012,11/17/2012,7,194.4,32.2,27.77142857,1.159465021
1999,11/19/2012,11/29/2012,11,296,30.7,26.90909091,1.140878378
2001,12/1/2012,12/12/2012,12,453.2,82.7,37.76666667,2.189761695
2003,12/14/2012,12/29/2012,16,905.7,234,56.60625,4.133819145
2005,12/31/2012,2/1/2013,33,7442.9,1970,225.5424242,8.73449865
2007,2/3/2013,3/6/2013,32,2495.3,261,77.978125,3.347092534
2009,3/8/2013,3/13/2013,6,362.5,119,60.41666667,1.969655172
2011,3/15/2013,3/28/2013,14,496.7,46.1,35.47857143,1.299375881
2013,3/30/2013,4/25/2013,27,2793.7,866,103.4703704,8.369545764
2015,4/27/2013,5/8/2013,12,1773.7,567,147.8083333,3.836048937
2017,5/10/2013,5/26/2013,17,1128.9,198,66.40588235,2.981663566
2019,5/28/2013,7/3/2013,37,2681.3,450,72.46756757,6.209674412
2021,7/5/2013,7/11/2013,7,289.6,67,41.37142857,1.619475138
2023,7/13/2013,8/1/2013,20,3535.1,797,176.755,4.509066222
2025,8/3/2013,10/9/2013,68,8200.6,2730,120.5970588,22.637368
2027,10/12/2013,10/25/2013,14,4123.5,1890,294.5357143,6.416878865
2029,10/27/2013,11/19/2013,24,12915.4,3390,538.1416667,6.299456463
2031,11/21/2013,12/18/2013,28,6067.9,1230,216.7107143,5.675769212
2033,12/20/2013,1/3/2014,15,842.5,202,56.16666667,3.596439169
2035,1/5/2014,1/21/2014,17,2081.2,448,122.4235294,3.659427254
2037,1/23/2014,1/31/2014,9,465.1,157,51.67777778,3.038056332
2039,2/2/2014,2/17/2014,16,906.3,168,56.64375,2.965905329
2041,2/19/2014,4/10/2014,51,8516.1,956,166.9823529,5.725155881
2043,4/12/2014,5/2/2014,21,874.2,141,41.62857143,3.387096774
2045,5/4/2014,5/24/2014,21,8248.6,3320,392.7904762,8.452343428
2047,5/26/2014,6/16/2014,22,29579,6340,1344.5,4.715507624
2049,6/18/2014,7/10/2014,23,4431.1,447,192.6565217,2.320191375
2051,7/12/2014,7/27/2014,16,1425.8,246,89.1125,2.760555478
2053,7/29/2014,8/14/2014,17,1433.4,535,84.31764706,6.345053718
2055,8/16/2014,8/27/2014,12,533.9,75.6,44.49166667,1.699194606
2057,8/29/2014,10/1/2014,34,10351.6,2130,304.4588235,6.996019939
2059,10/3/2014,10/31/2014,29,4229.3,626,145.837931,4.292436101
2061,11/2/2014,12/10/2014,39,3335.4,588,85.52307692,6.875337291
2063,12/12/2014,1/9/2015,29,7458.1,1690,257.1758621,6.571378769
2065,1/11/2015,1/18/2015,8,989.6,238,123.7,1.924009701
2067,1/20/2015,2/13/2015,25,2661.8,493,106.472,4.630325344
2069,2/15/2015,4/8/2015,53,17501.9,2830,330.2245283,8.569926694
2071,4/10/2015,5/9/2015,30,13380.2,2960,446.0066667,6.636672098
2073,5/11/2015,6/11/2015,32,50521,6830,1578.78125,4.326121811
2075,6/13/2015,8/4/2015,53,18680.6,3400,352.4641509,9.646371102
2077,8/6/2015,8/31/2015,26,3900.8,802,150.0307692,5.345570139
2079,9/2/2015,10/17/2015,46,4764.7,791,103.5804348,7.636577329
2081,10/19/2015,11/15/2015,28,16300,4920,582.1428571,8.451533742
2083,11/17/2015,11/26/2015,10,4230.8,1190,423.08,2.812706817
2085,11/28/2015,12/10/2015,13,1730.1,387,133.0846154,2.907924397
2087,12/12/2015,12/25/2015,14,7360.7,2130,525.7642857,4.051245126
2089,12/27/2015,1/4/2016,9,2354.4,627,261.6,2.396788991
2091,1/6/2016,2/17/2016,43,6835.4,2460,158.9627907,15.47531966
2093,2/19/2016,3/5/2016,16,2940.1,1000,183.75625,5.441991769
2095,3/7/2016,4/9/2016,34,24673.9,4650,725.7029412,6.40758048
2097,4/11/2016,5/7/2016,27,76436.8,13500,2830.992593,4.768645469
2099,5/9/2016,7/13/2016,66,76299.4,9300,1156.051515,8.044624204
2101,7/15/2016,8/11/2016,28,3265.7,667,116.6321429,5.718835166
2103,8/13/2016,9/21/2016,40,23488.9,5000,587.2225,8.514660116
2105,9/23/2016,10/8/2016,16,1624.8,486,101.55,4.785819793
2107,10/10/2016,10/28/2016,19,929.3,142,48.91052632,2.903260519
2109,10/30/2016,11/20/2016,22,3653.5,1220,166.0681818,7.346380183
2111,11/23/2016,12/29/2016,37,11450.7,2290,309.4783784,7.399547626
2113,12/31/2016,1/11/2017,12,4610.4,1690,384.2,4.398750651
2115,1/13/2017,2/10/2017,29,14705.6,3210,507.0896552,6.330241541
2117,2/12/2017,3/3/2017,20,8194.7,1410,409.735,3.441248612
2119,3/5/2017,3/22/2017,18,3734.2,693,207.4555556,3.340474533
2121,3/24/2017,3/27/2017,4,446.7,226,111.675,2.023729572
2123,3/29/2017,4/8/2017,11,3808.8,1890,346.2545455,5.458412098
2125,4/10/2017,5/17/2017,38,4255.4,705,111.9842105,6.295530385
2127,5/19/2017,6/20/2017,33,4840.8,799,146.6909091,5.446826971
2129,6/22/2017,7/4/2017,13,1538.4,402,118.3384615,3.397035881
2131,7/6/2017,7/31/2017,26,7926.8,2490,304.8769231,8.167230156
2133,8/2/2017,8/22/2017,21,12335.9,5520,587.4238095,9.396963335
2135,8/24/2017,9/16/2017,24,121223,29700,5050.958333,5.880072264
2137,9/18/2017,9/30/2017,13,3513.4,806,270.2615385,2.982296351
2139,10/2/2017,10/17/2017,16,1837.6,307,114.85,2.673051807
2141,10/19/2017,10/29/2017,11,1991.4,651,181.0363636,3.595962639
2143,10/31/2017,11/24/2017,25,3748.8,1470,149.952,9.803137004
2145,11/26/2017,1/5/2018,41,8578.7,908,209.2365854,4.339585252
2147,1/7/2018,1/24/2018,18,4244.7,842,235.8166667,3.570570358
2149,1/26/2018,2/5/2018,11,2135.5,555,194.1363636,2.858815266
2151,2/7/2018,3/23/2018,45,17514.6,1710,389.2133333,4.393477442
2153,3/25/2018,4/12/2018,19,12301.8,4450,647.4631579,6.872977938
2155,4/14/2018,4/19/2018,6,1103,512,183.8333333,2.78513146
2157,4/21/2018,5/18/2018,28,2508.4,877,89.58571429,9.789507256
2159,5/20/2018,6/7/2018,19,7270.9,1650,382.6789474,4.311708317
2161,6/9/2018,7/1/2018,23,9566.8,2060,415.9478261,4.952544215
2163,7/3/2018,7/28/2018,26,9999.2,2870,384.5846154,7.462597008
2165,7/30/2018,8/25/2018,27,3517.2,465,130.2666667,3.569600819
2167,8/27/2018,9/7/2018,12,1907.5,635,158.9583333,3.994757536
2169,9/9/2018,9/18/2018,10,1901.6,417,190.16,2.192890198
2171,9/20/2018,10/13/2018,24,7836.1,1580,326.5041667,4.83914192
2173,10/15/2018,10/29/2018,15,3509.5,692,233.9666667,2.95768628
2175,10/31/2018,11/16/2018,17,9099.4,2760,535.2588235,5.156383937
2177,11/18/2018,12/3/2018,16,1528.9,292,95.55625,3.055791746
2179,12/5/2018,12/24/2018,20,17748.6,5160,887.43,5.814543119
2181,12/26/2018,1/17/2019,23,23758,2740,1032.956522,2.652580184
2183,1/19/2019,2/17/2019,30,8447,1140,281.5666667,4.048774713
2185,2/19/2019,4/2/2019,43,3700.7,304,86.0627907,3.532304699
2187,4/4/2019,4/16/2019,13,1999,536,153.7692308,3.485742871
2189,4/18/2019,4/27/2019,10,2729.3,1290,272.93,4.726486645
2191,4/29/2019,5/26/2019,28,15557.5,2300,555.625,4.139482565
2193,5/28/2019,6/12/2019,16,1583.1,589,98.94375,5.952877266
2195,6/14/2019,7/11/2019,28,10294.8,2010,367.6714286,5.466837627
2197,7/13/2019,7/23/2019,11,832.1,201,75.64545455,2.657132556
2199,7/25/2019,8/10/2019,17,773.3,137,45.48823529,3.011767749
2201,8/12/2019,9/6/2019,26,1405.3,318,54.05,5.883441258
2203,9/8/2019,10/8/2019,31,8708.7,3760,280.9258065,13.38431683
2205,10/10/2019,12/6/2019,58,9882.8,1560,170.3931034,9.155300117
2207,12/8/2019,12/25/2019,18,802.2,150,44.56666667,3.365744203
2209,12/27/2019,1/9/2020,14,1077.8,262,76.98571429,3.403228799
2211,1/11/2020,1/20/2020,10,1535.1,716,153.51,4.664191258
2213,1/22/2020,2/7/2020,17,1960.9,544,115.3470588,4.716201744
2215,2/9/2020,2/28/2020,20,980.8,135,49.04,2.752854812
2217,3/1/2020,3/18/2020,18,598.3,84.9,33.23888889,2.554237005
2219,3/20/2020,4/1/2020,13,3739.1,1070,287.6230769,3.720146559
2221,4/3/2020,4/16/2020,14,1961.7,491,140.1214286,3.504103584
2223,4/18/2020,5/9/2020,22,2040.5,684,92.75,7.374663073
2225,5/11/2020,6/13/2020,34,8193.2,1180,240.9764706,4.896743641
2227,6/15/2020,7/16/2020,32,9717.7,2720,303.678125,8.95685193
2229,7/18/2020,8/14/2020,28,5387.1,659,192.3964286,3.425219506
2231,8/16/2020,8/21/2020,6,917.1,591,152.85,3.866535819
2233,8/23/2020,9/18/2020,27,3780.3,387,140.0111111,2.764066344
